id,co2,inoc,n.trt,rep,sow_date,rack,germ_date,thin_date,harvest_date,focal.area,tla,focal.biomass,leaf.biomass,chlor.biomass,stem.biomass,root.biomass,nodule.biomass,total.biomass,nod.root.ratio,nmass.focal,nmass.nod,nmass.tl,nmass.tr,nmass.ts,cmass.focal,cmass.nod,cmass.tl,cmass.tr,cmass.ts,chlA.ugml,chlB.ugml,chlA.gml,chlB.gml,chlA.g,chlB.g,chlA.gm2,chlB.gm2,chlA.mmolm2,chlB.mmolm2,chl.mmolm2,chlA.chlB,disk.area,chl.leaf.area,tleaf,anet,anet.growth,gsw,gsw.growth,ci.ca,vcmax25,jmax25,jmax25.vcmax25,rd25,tpu,leaf.d13c,leaf.d15n,ndfa,chi,beta,marea,narea,p.rubisco,p.bioe,p.lightharv,p.photo,p.structure,pnue,pnue.growth,iwue,iwue.growth,stomlim,leaf.totaln,stem.totaln,root.totaln,root.totalc,nod.totaln,nod.totalc,wpn,cbg,ncost,bvr
e_n_630_71,elv,no.inoc,630,71,6/17/22,5b,6/22/22,7/2/22,8/6/22,22.986,781.686,0.147,6.073,0.163,3.015,7.949,0,17.2,0,0.0307,NA,0.0247,0.0144,0.0244,0.439,NA,0.4281,0.431,0.4082,3.5117,0.9811,3.51E-06,9.81E-07,3.51E-05,9.81E-06,0.1153,0.0322,0.129,0.0355,0.1645,3.5794,3.046,22.924,25.006,16.838,24.675,0.23,0.242,0.671,84.418,152.298,1.804,2.984,9.022,-22.41,14.99,0,0.5505,54.3663,63.952,1.9633,0.3356,0.0617,0.0274,0.4247,0.0585,8.576264286,12.56796429,73.2087,101.9628,0.2953,0.1593,0.0734,0.1147,3.4258,0,0,0.3475,3.4258,9.8587,2.867
e_n_630_72,elv,no.inoc,630,72,6/17/22,2t,6/23/22,7/2/22,8/6/22,30.206,856.88,0.216,6.091,0.185,3.17,4.397,0,13.843,0,0.0296,NA,0.0306,0.0155,0.0205,0.4365,NA,0.4417,0.4568,0.4126,3.7269,0.7714,3.73E-06,7.71E-07,3.73E-05,7.71E-06,0.1188,0.0246,0.1329,0.0271,0.16,4.8316,3.138,26.446,24.988,17.679,25.054,0.232,0.241,0.658,90.645,156.771,1.73,2.867,9.267,-22.28,14.25,2.98,0.5445,51.7233,71.509,2.1181,0.334,0.0589,0.0281,0.421,0.0634,8.34665,11.82855,76.2026,103.9585,0.3199,0.1984,0.065,0.0683,2.0086,0,0,0.3318,2.0086,6.054,2.307
a_y_0_73,amb,inoc,0,73,8/13/22,3t,8/18/22,8/23/22,10/2/22,13.083,145.987,0.062,0.663,0.061,0.334,0.717,0.184,1.959,0.256624826,0.0417,0.0516,0.034,0.0142,0.0137,0.4243,0.4602,0.4394,0.4347,0.4117,2.119,0.533,2.12E-06,5.33E-07,2.12E-05,5.33E-06,0.0699,0.0176,0.0782,0.0194,0.0976,3.9757,3.033,13.811,25.01,19.82,19.82,0.246,0.246,0.637,97.91,167.638,1.712,1.797,9.704,-25.57,-1.56,100,0.5664,53.9688,47.3897,1.978,0.3863,0.0674,0.0192,0.473,0.0383,10.01997857,10.01997857,80.5691,80.5691,0.3253,0.0277,0.0046,0.0102,0.3117,0.0095,0.0847,0.052,0.3963,7.6277,0.327
a_y_0_74,amb,inoc,0,74,8/13/22,1b,8/18/22,8/23/22,10/2/22,16.013,170.685,0.092,0.766,0.049,0.36,0.745,0.243,2.163,0.326174497,0.0331,0.0561,0.0328,0.0165,0.0161,0.4242,0.448,0.4376,0.4327,0.4033,3.2413,0.9015,3.24E-06,9.02E-07,3.24E-05,9.02E-06,0.1077,0.03,0.1206,0.033,0.1536,3.5954,3.009,8.663,25.029,23.892,23.892,0.358,0.358,0.683,119.692,214.875,1.795,3.571,12.217,-26.44,-1.98,100,0.6066,76.8711,57.4533,1.9034,0.4908,0.0898,0.0298,0.6104,0.052,12.55208571,12.55208571,66.7374,66.7374,0.3083,0.0298,0.0058,0.0123,0.3224,0.0136,0.1089,0.0615,0.4312,7.015,0.361
a_y_0_75,amb,inoc,0,75,8/13/22,2t,8/18/22,8/23/22,10/2/22,14.508,134.424,0.063,0.614,0.043,0.328,0.754,0.18,1.919,0.23872679,0.0393,0.0559,0.032,0.015,0.0148,0.4326,0.4631,0.4363,0.4389,0.4045,3.1274,0.8354,3.13E-06,8.35E-07,3.13E-05,8.35E-06,0.1043,0.0279,0.1167,0.0307,0.1475,3.7435,2.998,9.518,25.012,17.877,17.877,0.207,0.207,0.617,108.211,186.172,1.72,4.913,11.222,-25.92,-1.47,97,0.5826,62.1715,43.4243,1.7083,0.4944,0.0867,0.0302,0.6112,0.0393,10.46471429,10.46471429,86.3623,86.3623,0.3949,0.0238,0.0049,0.0113,0.3309,0.0101,0.0834,0.05,0.4143,8.2815,0.32
a_y_0_76,amb,inoc,0,76,8/13/22,2b,8/18/22,8/23/22,10/2/22,9.581,94.421,0.045,0.556,0.031,0.284,0.715,0.126,1.712,0.176223776,0.0308,0.0504,0.0298,0.0125,0.0094,0.4218,0.4582,0.4204,0.4154,0.3996,1.6038,0.4036,1.60E-06,4.04E-07,1.60E-05,4.04E-06,0.0919,0.0231,0.1029,0.0255,0.1283,3.9732,1.745,6.205,25.009,16.023,16.023,0.214,0.214,0.666,79.382,137.508,1.732,2.278,8.275,-25.19,-1.22,88.43,0.5489,46.3181,46.968,1.4466,0.4283,0.0756,0.0303,0.5342,0.0517,11.07621429,11.07621429,74.8738,74.8738,0.3033,0.0189,0.0027,0.009,0.297,0.0064,0.0577,0.0369,0.3547,9.6152,0.285
a_y_35_77,amb,inoc,35,77,8/13/22,5b,8/19/22,8/23/22,10/2/22,19.288,312.484,0.094,1.587,0.143,0.856,1.645,0.392,4.623,0.238297872,0.0425,0.0536,0.0387,0.0121,0.014,0.4441,0.4587,0.4267,0.4266,0.412,4.0058,1.0311,4.01E-06,1.03E-06,4.01E-05,1.03E-05,0.1344,0.0346,0.1504,0.0381,0.1886,3.885,2.98,22.546,25.02,22.773,22.773,0.371,0.371,0.708,108.265,188.657,1.743,3.118,10.644,-26.4,-0.5,92.88,0.6048,75.6181,48.735,2.0722,0.4078,0.0724,0.0254,0.5056,0.038,10.98971429,10.98971429,61.3827,61.3827,0.2737,0.0714,0.012,0.02,0.7017,0.021,0.1798,0.1244,0.8815,7.0879,0.771
a_y_35_78,amb,inoc,35,78,8/13/22,6t,8/18/22,8/23/22,10/2/22,20.802,225.6,0.094,0.935,0.067,0.416,0.734,0.278,2.43,0.378746594,0.0412,0.0595,0.0398,0.015,0.0178,0.4282,0.4643,0.4469,0.4168,0.3875,3.2358,0.8426,3.24E-06,8.43E-07,3.24E-05,8.43E-06,0.1064,0.0277,0.1191,0.0305,0.1496,3.84,3.041,17.877,25.04,26.062,26.062,0.805,0.805,0.822,106.971,196.039,1.833,2.385,11.083,-27.34,2.11,75.32,0.6483,112.0131,45.188,1.8617,0.4484,0.0837,0.0352,0.5674,0.0381,13.9987,13.9987,32.3752,32.3752,0.1772,0.0438,0.0074,0.011,0.3059,0.0165,0.1291,0.0788,0.435,5.5238,0.405
a_y_35_79,amb,inoc,35,79,8/13/22,5t,8/19/22,8/23/22,10/2/22,13.65,144.468,0.055,0.719,0.053,0.364,0.715,0.183,2.034,0.255944056,0.0461,0.0561,0.0339,0.012,0.0125,0.4338,0.4684,0.4371,0.4298,0.4121,1.4707,0.3391,1.47E-06,3.39E-07,1.47E-05,3.39E-06,0.0908,0.0209,0.1016,0.0231,0.1247,4.3372,1.62,6.998,25.048,22.152,22.152,0.443,0.443,0.754,106.896,195.945,1.833,2.385,11.083,-26.07,0.16,88.44,0.5895,66.0776,40.293,1.8587,0.4489,0.0838,0.013,0.5457,0.0325,11.91789286,11.91789286,50.0045,50.0045,0.3001,0.0293,0.0045,0.0086,0.3073,0.0103,0.0857,0.0527,0.393,7.4513,0.339
a_y_35_80,amb,inoc,35,80,8/13/22,1b,8/18/22,8/23/22,10/2/22,21.466,350.828,0.106,1.476,0.073,0.77,1.123,0.43,3.872,0.382902939,0.0362,0.0525,0.0362,0.0186,0.0167,0.4332,0.4577,0.4429,0.44,0.4037,2.892,0.727,2.89E-06,7.27E-07,2.89E-05,7.27E-06,0.0943,0.0237,0.1055,0.0261,0.1316,3.9779,3.068,16.264,25.012,21.168,21.168,0.302,0.302,0.672,110.291,202.002,1.832,3.656,11.856,-26.89,0.92,83.32,0.6275,92.6291,49.3804,1.7856,0.4821,0.09,0.0295,0.6015,0.0449,11.85486429,11.85486429,70.0927,70.0927,0.3272,0.0599,0.0128,0.0209,0.4941,0.0226,0.1968,0.1162,0.6909,5.9448,0.645
a_y_70_81,amb,inoc,70,81,8/13/22,6t,8/18/22,8/23/22,10/2/22,25.25,370.598,0.106,1.68,0.133,0.781,1.382,0.421,4.397,0.30463097,0.0423,0.0604,0.045,0.0158,0.016,0.4364,0.4569,0.4335,0.421,0.4032,4.2206,1.0804,4.22E-06,1.08E-06,4.22E-05,1.08E-05,0.143,0.0366,0.16,0.0403,0.2003,3.9065,2.952,22.666,25.036,21.475,21.475,0.389,0.389,0.729,93.421,160.367,1.717,1.553,9.381,-26.8,2.22,86.4,0.6233,89.2155,41.9802,1.7745,0.4109,0.0719,0.0294,0.5121,0.0361,12.10197857,12.10197857,55.2057,55.2057,0.2383,0.0857,0.0125,0.0219,0.5818,0.0254,0.1924,0.1454,0.7742,5.3233,0.733
a_y_70_82,amb,inoc,70,82,8/13/22,4b,8/18/22,8/23/22,10/2/22,22.544,274.671,0.102,1.185,0.06,0.636,1.166,0.327,3.374,0.280445969,0.0388,0.0564,0.0342,0.0133,0.0142,0.4286,0.4551,0.4431,0.417,0.4026,2.8097,0.722,2.81E-06,7.22E-07,2.81E-05,7.22E-06,0.094,0.0241,0.1052,0.0266,0.1318,3.8913,2.99,11.887,25.024,20.239,20.239,0.358,0.358,0.729,92.431,164.571,1.78,2.553,9.67,-27.62,7.22,68.39,0.6613,126.3508,45.2449,1.756,0.4108,0.0745,0.0245,0.5098,0.0405,11.52593571,11.52593571,56.5335,56.5335,0.247,0.0469,0.009,0.0155,0.4862,0.0184,0.1488,0.0898,0.6351,7.0702,0.562
a_y_70_83,amb,inoc,70,83,8/13/22,6b,8/19/22,8/23/22,10/2/22,22.498,285.97,0.102,1.305,0.075,0.629,1.073,0.338,3.42,0.31500466,0.0342,0.0576,0.0327,0.0141,0.0163,0.4251,0.4513,0.4342,0.4347,0.4006,3.7428,0.8598,3.74E-06,8.60E-07,3.74E-05,8.60E-06,0.1237,0.0284,0.1385,0.0313,0.1698,4.3531,3.025,18.357,25.024,21.095,21.095,0.323,0.323,0.695,104.39,183.238,1.755,3.419,10.488,-26.85,2.47,85.5,0.6256,91.0946,45.3374,1.5505,0.5255,0.094,0.0442,0.6636,0.0459,13.60495714,13.60495714,65.3096,65.3096,0.2926,0.0488,0.0102,0.0151,0.4665,0.0195,0.1525,0.0936,0.619,6.6151,0.57
a_y_70_84,amb,inoc,70,84,8/13/22,3t,8/18/22,8/23/22,10/2/22,20.433,329.68,0.088,1.375,0.082,0.682,1.226,0.408,3.773,0.33278956,0.0399,0.0576,0.0394,0.0157,0.0186,0.4316,0.4553,0.4441,0.4143,0.4062,3.0934,0.789,3.09E-06,7.89E-07,3.09E-05,7.89E-06,0.1066,0.0272,0.1193,0.0299,0.1492,3.9208,2.903,18.824,25.026,20.658,20.658,0.353,0.353,0.72,94.231,173.673,1.843,2.276,10.382,-26.96,2.72,84.6,0.6307,95.3834,43.0676,1.7193,0.4278,0.0803,0.0312,0.5393,0.0386,12.01565,12.01565,58.5212,58.5212,0.255,0.0609,0.0127,0.0192,0.508,0.0235,0.1858,0.1163,0.6937,5.9633,0.629
a_y_105_85,amb,inoc,105,85,8/13/22,1t,8/18/22,8/23/22,10/2/22,18.524,190.977,0.093,0.907,0.062,0.482,0.909,0.212,2.572,0.233223322,0.0365,0.061,0.0302,0.013,0.0146,0.4277,0.4672,0.4388,0.4444,0.3994,3.4602,0.949,3.46E-06,9.49E-07,3.46E-05,9.49E-06,0.1122,0.0308,0.1255,0.0339,0.1594,3.646,3.085,11.478,27.376,23.36,23.36,0.312,0.312,0.649,113.828,195.823,1.72,2.382,12.187,-26.8,4.69,80.48,0.6233,89.2155,50.2051,1.831,0.4852,0.0851,0.0294,0.5997,0.0448,12.75818571,12.75818571,74.8718,74.8718,0.3101,0.033,0.007,0.0118,0.404,0.0129,0.0991,0.0648,0.503,7.7627,0.429
a_y_105_86,amb,inoc,105,86,8/13/22,2b,8/18/22,8/23/22,10/2/22,24.835,404.162,0.121,1.706,0.113,0.835,1.389,0.399,4.442,0.287257019,0.0339,0.061,0.0355,0.0135,0.0168,0.4255,0.4665,0.4439,0.4136,0.3955,2.7492,0.7689,2.75E-06,7.69E-07,2.75E-05,7.69E-06,0.091,0.0254,0.1018,0.028,0.1299,3.5757,3.022,22.835,25.039,20.588,20.588,0.561,0.561,0.811,90.086,NA,NA,3.317,9.728,-27.12,5.24,78.76,0.6381,102.0251,48.7216,1.6517,0.4257,NA,0.0281,NA,0.0477,12.46502857,12.46502857,36.6988,36.6988,0.1884,0.0685,0.014,0.0187,0.5745,0.0243,0.1861,0.1256,0.7606,6.0568,0.74
a_y_105_87,amb,inoc,105,87,8/13/22,2t,8/18/22,8/23/22,10/2/22,21.031,418.698,0.089,1.966,0.066,1.036,1.62,0.482,5.17,0.297530864,0.0437,0.0605,0.0345,0.0169,0.016,0.4419,0.4652,0.4474,0.4474,0.3982,3.6189,0.8321,3.62E-06,8.32E-07,3.62E-05,8.32E-06,0.1215,0.0279,0.136,0.0308,0.1668,4.3489,2.978,15.649,25.02,19.962,19.962,0.321,0.321,0.708,96.058,163.536,1.702,2.933,9.924,-26.09,4.39,81.42,0.5904,66.6177,42.3185,1.8489,0.4055,0.0703,0.0329,0.5088,0.035,10.79672143,10.79672143,62.1869,62.1869,0.2781,0.0747,0.0166,0.0273,0.7248,0.0292,0.2243,0.1478,0.949,6.4205,0.862
a_y_105_88,amb,inoc,105,88,8/13/22,4b,8/19/22,8/23/22,10/2/22,24.611,326.833,0.108,1.409,0.075,0.707,1.131,0.372,3.694,0.328912467,0.0384,0.0548,0.0354,0.0159,0.0142,0.4294,0.4471,0.4402,0.43,0.3954,2.8166,0.7258,2.82E-06,7.26E-07,2.82E-05,7.26E-06,0.0941,0.0243,0.1053,0.0267,0.132,3.8806,2.993,17.459,25.02,21.646,21.646,0.353,0.353,0.703,96.317,169.141,1.756,1.441,10.327,-26.99,8.86,67.45,0.6321,96.5913,43.8828,1.6864,0.4458,0.0798,0.0291,0.5546,0.0404,12.8355,12.8355,61.3201,61.3201,0.2594,0.057,0.0101,0.018,0.4863,0.0204,0.1663,0.1054,0.6526,6.189,0.616
a_y_140_89,amb,inoc,140,89,8/13/22,4t,8/19/22,8/23/22,10/2/22,29.503,580.497,0.147,2.857,0.118,1.366,2.013,0.642,6.996,0.318926975,0.0402,0.0607,0.0357,0.0159,0.0181,0.4385,0.4574,0.4474,0.4428,0.3952,3.8083,1.0151,3.81E-06,1.02E-06,3.81E-05,1.02E-05,0.1269,0.0338,0.142,0.0373,0.1793,3.7515,3.001,22.153,25.009,23.908,23.908,0.333,0.333,0.657,116.036,197.705,1.704,1.864,12.089,-27.64,4.21,82.02,0.6622,127.452,49.8254,2.0045,0.4518,0.0784,0.0304,0.5607,0.0405,11.9273,11.9273,71.7958,71.7958,0.3185,0.1127,0.0247,0.032,0.8913,0.039,0.2936,0.2084,1.185,5.6866,1.166
a_y_140_90,amb,inoc,140,90,8/13/22,5t,8/19/22,8/23/22,10/2/22,19.133,299.241,0.072,1.337,0.061,0.606,1.109,0.238,3.351,0.214607755,0.0538,0.0559,0.0386,0.0153,0.0179,0.4388,0.4554,0.4466,0.4353,0.4089,3.4015,0.8452,3.40E-06,8.45E-07,3.40E-05,8.45E-06,0.1124,0.0279,0.1258,0.0308,0.1566,4.0243,3.025,10.883,25.043,19.657,19.657,0.353,0.353,0.726,92.577,164.836,1.781,3.107,10.658,-26.86,18.15,38.56,0.6261,91.4756,37.6313,2.0238,0.357,0.0648,0.0189,0.4407,0.0272,9.712857143,9.712857143,55.6856,55.6856,0.2546,0.0587,0.0108,0.017,0.4828,0.0133,0.1084,0.0999,0.5912,5.9199,0.559
a_y_140_91,amb,inoc,140,91,8/13/22,1b,8/18/22,8/23/22,10/2/22,23.835,370.935,0.116,1.57,0.092,0.884,1.429,0.346,4.321,0.242127362,0.042,0.0582,0.035,0.0142,0.0168,0.4347,0.4591,0.4442,0.4056,0.399,3.1906,0.8419,3.19E-06,8.42E-07,3.19E-05,8.42E-06,0.1056,0.0279,0.1182,0.0307,0.1489,3.7896,3.021,20.219,25.015,19.88,19.88,0.217,0.217,0.588,117.178,196.6,1.678,3.77,11.603,-26.95,8.08,69.95,0.6302,94.9844,48.6679,2.0416,0.448,0.0766,0.0284,0.5529,0.0385,9.737371429,9.737371429,91.6129,91.6129,0.4073,0.0637,0.0148,0.0202,0.5796,0.0201,0.1588,0.1188,0.7384,6.214,0.72
a_y_140_92,amb,inoc,140,92,8/13/22,6b,8/18/22,8/23/22,10/2/22,28.517,319.953,0.126,1.426,0.081,0.778,1.308,0.325,3.918,0.248470948,0.0472,0.0539,0.0672,0.016,0.0198,0.4384,0.4526,0.4435,0.435,0.3558,2.8388,0.6821,2.84E-06,6.82E-07,2.84E-05,6.82E-06,0.0955,0.0229,0.1068,0.0253,0.1321,4.162,2.974,19.102,25.021,18.082,18.082,0.2,0.2,0.601,100.316,162.756,1.622,2.913,9.174,-26.44,9.16,66.59,0.6066,76.8711,44.1842,2.0842,0.3757,0.0621,0.024,0.4618,0.033,8.675885714,8.675885714,90.41,90.41,0.3771,0.1056,0.0154,0.0209,0.569,0.0175,0.1471,0.1595,0.716,4.4892,0.653
a_y_210_93,amb,inoc,210,93,8/13/22,2t,8/18/22,8/23/22,10/2/22,27.713,494.849,0.127,2.169,0.112,1.389,1.915,0.344,5.929,0.179634465,0.0417,0.0531,0.0333,0.0194,0.0155,0.4393,0.4576,0.4395,0.4413,0.3971,3.6806,0.8937,3.68E-06,8.94E-07,3.68E-05,8.94E-06,0.1229,0.0298,0.1375,0.0329,0.1704,4.1183,2.996,24.78,25.014,17.55,17.55,0.203,0.203,0.602,106.878,160.104,1.498,4.425,10.056,-26.23,14.07,53.32,0.5969,70.5321,45.8269,1.9119,0.4363,0.0666,0.0329,0.5358,0.0378,9.179364286,9.179364286,86.4532,86.4532,0.4072,0.0823,0.0216,0.0372,0.845,0.0183,0.1574,0.1594,1.0024,6.2902,0.988
